ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,¿ªÅÌ¼Û
2006-04-12,'000596,*ST¹Å¾®A,5.58,5.56
2006-04-11,'000596,*ST¹Å¾®A,5.57,5.4
2006-04-10,'000596,*ST¹Å¾®A,5.3,5.1
2006-04-07,'000596,*ST¹Å¾®A,0.0,0.0
2006-04-06,'000596,*ST¹Å¾®A,0.0,0.0
2006-04-05,'000596,*ST¹Å¾®A,5.09,4.85
2006-04-04,'000596,*ST¹Å¾®A,4.85,4.71
2006-04-03,'000596,*ST¹Å¾®A,4.75,4.56
2006-03-31,'000596,*ST¹Å¾®A,0.0,0.0
2006-03-30,'000596,*ST¹Å¾®A,4.54,4.54
2006-03-29,'000596,*ST¹Å¾®A,4.51,4.6
2006-03-28,'000596,*ST¹Å¾®A,4.59,4.49
2006-03-27,'000596,*ST¹Å¾®A,4.49,4.47
2006-03-24,'000596,*ST¹Å¾®A,4.48,4.45
2006-03-23,'000596,*ST¹Å¾®A,4.48,4.44
2006-03-22,'000596,*ST¹Å¾®A,4.48,4.45
2006-03-21,'000596,*ST¹Å¾®A,4.4,4.31
2006-03-20,'000596,*ST¹Å¾®A,4.33,4.29
2006-03-17,'000596,*ST¹Å¾®A,4.29,4.32
2006-03-16,'000596,*ST¹Å¾®A,4.31,4.28
2006-03-15,'000596,*ST¹Å¾®A,4.3,4.31
2006-03-14,'000596,*ST¹Å¾®A,4.3,4.22
2006-03-13,'000596,*ST¹Å¾®A,4.18,4.16
2006-03-10,'000596,*ST¹Å¾®A,4.16,4.24
2006-03-09,'000596,*ST¹Å¾®A,4.29,4.28
2006-03-08,'000596,*ST¹Å¾®A,4.28,4.4
2006-03-07,'000596,*ST¹Å¾®A,4.4,4.62
2006-03-06,'000596,*ST¹Å¾®A,4.62,4.69
2006-03-03,'000596,*ST¹Å¾®A,4.66,4.7
2006-03-02,'000596,*ST¹Å¾®A,4.59,4.63
2006-03-01,'000596,*ST¹Å¾®A,4.65,4.62
2006-02-28,'000596,*ST¹Å¾®A,4.72,4.96
2006-02-27,'000596,*ST¹Å¾®A,4.97,4.79
2006-02-24,'000596,*ST¹Å¾®A,4.84,4.8
2006-02-23,'000596,*ST¹Å¾®A,4.8,4.68
2006-02-22,'000596,*ST¹Å¾®A,4.62,4.53
2006-02-21,'000596,*ST¹Å¾®A,4.57,4.55
2006-02-20,'000596,*ST¹Å¾®A,4.55,4.41
2006-02-17,'000596,*ST¹Å¾®A,4.43,4.5
2006-02-16,'000596,*ST¹Å¾®A,4.44,4.6
2006-02-15,'000596,*ST¹Å¾®A,4.67,4.67
2006-02-14,'000596,*ST¹Å¾®A,4.62,4.4
2006-02-13,'000596,*ST¹Å¾®A,4.4,4.35
2006-02-10,'000596,*ST¹Å¾®A,4.34,4.28
2006-02-09,'000596,*ST¹Å¾®A,4.28,4.34
2006-02-08,'000596,*ST¹Å¾®A,4.35,4.34
2006-02-07,'000596,*ST¹Å¾®A,4.35,4.35
2006-02-06,'000596,*ST¹Å¾®A,4.38,4.35
2006-01-25,'000596,*ST¹Å¾®A,4.35,4.48
2006-01-24,'000596,*ST¹Å¾®A,4.4,4.23
2006-01-23,'000596,*ST¹Å¾®A,4.28,4.33
2006-01-20,'000596,*ST¹Å¾®A,4.33,4.29
2006-01-19,'000596,*ST¹Å¾®A,4.3,4.28
2006-01-18,'000596,*ST¹Å¾®A,4.32,4.25
2006-01-17,'000596,*ST¹Å¾®A,4.27,4.2
2006-01-16,'000596,*ST¹Å¾®A,4.25,4.35
2006-01-13,'000596,*ST¹Å¾®A,4.32,4.26
2006-01-12,'000596,*ST¹Å¾®A,4.29,4.22
2006-01-11,'000596,*ST¹Å¾®A,4.28,4.29
2006-01-10,'000596,*ST¹Å¾®A,4.35,4.26
2006-01-09,'000596,*ST¹Å¾®A,4.25,4.19
2006-01-06,'000596,*ST¹Å¾®A,4.19,4.13
2006-01-05,'000596,*ST¹Å¾®A,4.2,4.14
2006-01-04,'000596,*ST¹Å¾®A,4.18,4.31
2005-12-30,'000596,*ST¹Å¾®A,4.1,4.05
2005-12-29,'000596,*ST¹Å¾®A,4.06,4.14
2005-12-28,'000596,*ST¹Å¾®A,4.14,4.06
2005-12-27,'000596,*ST¹Å¾®A,4.06,4.09
2005-12-26,'000596,*ST¹Å¾®A,4.09,4.09
2005-12-23,'000596,*ST¹Å¾®A,4.09,4.09
2005-12-22,'000596,*ST¹Å¾®A,4.09,3.87
2005-12-21,'000596,*ST¹Å¾®A,3.9,3.9
2005-12-20,'000596,*ST¹Å¾®A,3.95,3.89
2005-12-19,'000596,*ST¹Å¾®A,3.96,4.04
2005-12-16,'000596,*ST¹Å¾®A,3.85,3.87
2005-12-15,'000596,*ST¹Å¾®A,3.85,3.92
2005-12-14,'000596,*ST¹Å¾®A,3.92,3.87
2005-12-13,'000596,*ST¹Å¾®A,3.9,3.76
2005-12-12,'000596,*ST¹Å¾®A,3.77,3.75
2005-12-09,'000596,*ST¹Å¾®A,3.75,3.7
2005-12-08,'000596,*ST¹Å¾®A,3.69,3.84
2005-12-07,'000596,*ST¹Å¾®A,3.74,3.67
2005-12-06,'000596,*ST¹Å¾®A,3.68,3.75
2005-12-05,'000596,*ST¹Å¾®A,3.76,3.92
2005-12-02,'000596,*ST¹Å¾®A,3.93,3.99
2005-12-01,'000596,*ST¹Å¾®A,3.94,3.75
2005-11-30,'000596,*ST¹Å¾®A,3.75,3.76
2005-11-29,'000596,*ST¹Å¾®A,3.76,3.91
2005-11-28,'000596,*ST¹Å¾®A,3.96,3.99
2005-11-25,'000596,*ST¹Å¾®A,3.99,3.93
2005-11-24,'000596,*ST¹Å¾®A,3.98,3.98
2005-11-23,'000596,*ST¹Å¾®A,3.99,3.99
2005-11-22,'000596,*ST¹Å¾®A,4.0,4.01
2005-11-21,'000596,*ST¹Å¾®A,4.05,4.11
2005-11-18,'000596,*ST¹Å¾®A,4.08,3.9
2005-11-17,'000596,*ST¹Å¾®A,3.98,3.93
2005-11-16,'000596,*ST¹Å¾®A,3.99,3.92
2005-11-15,'000596,*ST¹Å¾®A,3.98,4.04
2005-11-14,'000596,*ST¹Å¾®A,4.0,3.93
2005-11-11,'000596,*ST¹Å¾®A,3.99,3.9
2005-11-10,'000596,*ST¹Å¾®A,3.91,4.15
2005-11-09,'000596,*ST¹Å¾®A,4.12,4.16
2005-11-08,'000596,*ST¹Å¾®A,4.21,4.16
2005-11-07,'000596,*ST¹Å¾®A,4.21,4.28
2005-11-04,'000596,*ST¹Å¾®A,4.08,4.12
2005-11-03,'000596,*ST¹Å¾®A,4.12,3.96
2005-11-02,'000596,*ST¹Å¾®A,4.02,3.91
2005-11-01,'000596,*ST¹Å¾®A,3.96,4.16
2005-10-31,'000596,*ST¹Å¾®A,4.08,3.76
2005-10-28,'000596,*ST¹Å¾®A,3.89,4.0
2005-10-27,'000596,*ST¹Å¾®A,4.09,4.11
2005-10-26,'000596,*ST¹Å¾®A,4.3,4.31
2005-10-25,'000596,*ST¹Å¾®A,4.53,4.6
2005-10-24,'000596,*ST¹Å¾®A,0.0,0.0
2005-10-21,'000596,*ST¹Å¾®A,4.56,4.99
2005-10-20,'000596,*ST¹Å¾®A,4.8,4.8
2005-10-19,'000596,*ST¹Å¾®A,4.57,4.57
2005-10-18,'000596,*ST¹Å¾®A,4.35,4.19
2005-10-17,'000596,*ST¹Å¾®A,4.15,4.16
2005-10-14,'000596,*ST¹Å¾®A,4.13,4.15
2005-10-13,'000596,*ST¹Å¾®A,4.1,4.13
2005-10-12,'000596,*ST¹Å¾®A,4.13,4.1
2005-10-11,'000596,*ST¹Å¾®A,4.09,3.79
2005-10-10,'000596,*ST¹Å¾®A,3.91,4.12
2005-09-30,'000596,*ST¹Å¾®A,4.12,3.92
2005-09-29,'000596,*ST¹Å¾®A,3.92,3.61
2005-09-28,'000596,*ST¹Å¾®A,3.73,3.93
2005-09-27,'000596,*ST¹Å¾®A,3.93,4.01
2005-09-26,'000596,*ST¹Å¾®A,4.14,4.3
2005-09-23,'000596,*ST¹Å¾®A,4.36,4.28
2005-09-22,'000596,*ST¹Å¾®A,4.51,4.55
2005-09-21,'000596,*ST¹Å¾®A,4.75,5.0
2005-09-20,'000596,*ST¹Å¾®A,5.0,5.07
2005-09-19,'000596,*ST¹Å¾®A,5.16,4.68
2005-09-16,'000596,*ST¹Å¾®A,4.92,5.07
2005-09-15,'000596,*ST¹Å¾®A,5.01,5.07
2005-09-14,'000596,*ST¹Å¾®A,5.08,5.29
2005-09-13,'000596,*ST¹Å¾®A,5.04,5.04
2005-09-12,'000596,*ST¹Å¾®A,4.8,4.8
2005-09-09,'000596,*ST¹Å¾®A,4.57,4.57
2005-09-08,'000596,*ST¹Å¾®A,4.35,4.12
2005-09-07,'000596,*ST¹Å¾®A,4.14,4.27
2005-09-06,'000596,*ST¹Å¾®A,4.2,4.2
2005-09-05,'000596,*ST¹Å¾®A,4.0,4.0
2005-09-02,'000596,*ST¹Å¾®A,3.81,3.67
2005-09-01,'000596,*ST¹Å¾®A,3.63,3.45
2005-08-31,'000596,*ST¹Å¾®A,3.63,3.63
2005-08-30,'000596,*ST¹Å¾®A,3.82,3.9
2005-08-29,'000596,*ST¹Å¾®A,4.02,4.04
2005-08-26,'000596,*ST¹Å¾®A,3.99,3.8
2005-08-25,'000596,*ST¹Å¾®A,3.8,3.6
2005-08-24,'000596,*ST¹Å¾®A,3.63,3.62
2005-08-23,'000596,*ST¹Å¾®A,3.65,3.58
2005-08-22,'000596,*ST¹Å¾®A,3.54,3.38
2005-08-19,'000596,*ST¹Å¾®A,3.41,3.39
2005-08-18,'000596,*ST¹Å¾®A,3.39,3.38
2005-08-17,'000596,*ST¹Å¾®A,3.37,3.2
2005-08-16,'000596,*ST¹Å¾®A,3.21,3.06
2005-08-15,'000596,*ST¹Å¾®A,3.06,3.0
2005-08-12,'000596,*ST¹Å¾®A,3.02,3.26
2005-08-11,'000596,*ST¹Å¾®A,3.14,2.99
2005-08-10,'000596,*ST¹Å¾®A,2.99,2.92
2005-08-09,'000596,*ST¹Å¾®A,2.93,2.97
2005-08-08,'000596,*ST¹Å¾®A,2.9,2.78
2005-08-05,'000596,*ST¹Å¾®A,2.76,2.68
2005-08-04,'000596,*ST¹Å¾®A,2.7,2.72
2005-08-03,'000596,*ST¹Å¾®A,2.72,2.67
2005-08-02,'000596,*ST¹Å¾®A,2.67,2.65
2005-08-01,'000596,*ST¹Å¾®A,0.0,0.0
2005-07-29,'000596,*ST¹Å¾®A,2.69,2.63
2005-07-28,'000596,*ST¹Å¾®A,2.65,2.59
2005-07-27,'000596,*ST¹Å¾®A,2.63,2.62
2005-07-26,'000596,*ST¹Å¾®A,2.61,2.46
2005-07-25,'000596,*ST¹Å¾®A,2.5,2.45
2005-07-22,'000596,*ST¹Å¾®A,2.45,2.39
2005-07-21,'000596,*ST¹Å¾®A,2.41,2.37
2005-07-20,'000596,*ST¹Å¾®A,2.38,2.34
2005-07-19,'000596,*ST¹Å¾®A,2.34,2.33
2005-07-18,'000596,*ST¹Å¾®A,2.33,2.4
2005-07-15,'000596,*ST¹Å¾®A,2.44,2.57
2005-07-14,'000596,*ST¹Å¾®A,2.57,2.63
2005-07-13,'000596,*ST¹Å¾®A,2.68,2.64
2005-07-12,'000596,*ST¹Å¾®A,2.65,2.66
2005-07-11,'000596,*ST¹Å¾®A,2.76,2.76
2005-07-08,'000596,*ST¹Å¾®A,2.9,2.9
2005-07-07,'000596,*ST¹Å¾®A,3.05,3.0
2005-07-06,'000596,*ST¹Å¾®A,3.16,2.86
2005-07-05,'000596,*ST¹Å¾®A,3.01,3.01
2005-07-04,'000596,*ST¹Å¾®A,3.17,3.17
2005-07-01,'000596,*ST¹Å¾®A,3.34,3.34
2005-06-30,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-29,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-28,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-27,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-24,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-23,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-22,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-21,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-20,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-17,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-16,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-15,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-14,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-13,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-10,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-09,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-08,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-07,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-06,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-03,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-02,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-06-01,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-31,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-30,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-27,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-26,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-25,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-24,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-23,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-20,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-19,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-18,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-17,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-16,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-13,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-12,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-11,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-10,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-05-09,'000596,¹Å¾®¹±£Á,0.0,0.0
2005-04-29,'000596,¹Å¾®¹±£Á,3.52,3.55
2005-04-28,'000596,¹Å¾®¹±£Á,3.91,3.7
2005-04-27,'000596,¹Å¾®¹±£Á,3.72,3.81
2005-04-26,'000596,¹Å¾®¹±£Á,3.84,3.7
2005-04-25,'000596,¹Å¾®¹±£Á,3.71,3.84
2005-04-22,'000596,¹Å¾®¹±£Á,3.89,4.0
2005-04-21,'000596,¹Å¾®¹±£Á,4.0,4.1
2005-04-20,'000596,¹Å¾®¹±£Á,4.01,4.16
2005-04-19,'000596,¹Å¾®¹±£Á,4.16,4.1
2005-04-18,'000596,¹Å¾®¹±£Á,4.11,4.37
2005-04-15,'000596,¹Å¾®¹±£Á,4.38,4.61
2005-04-14,'000596,¹Å¾®¹±£Á,4.68,4.86
2005-04-13,'000596,¹Å¾®¹±£Á,4.88,4.9
2005-04-12,'000596,¹Å¾®¹±£Á,4.98,5.1
2005-04-11,'000596,¹Å¾®¹±£Á,5.14,4.98
2005-04-08,'000596,¹Å¾®¹±£Á,5.02,4.93
2005-04-07,'000596,¹Å¾®¹±£Á,4.96,4.87
2005-04-06,'000596,¹Å¾®¹±£Á,4.86,4.93
2005-04-05,'000596,¹Å¾®¹±£Á,4.87,4.88
2005-04-04,'000596,¹Å¾®¹±£Á,4.84,4.99
2005-04-01,'000596,¹Å¾®¹±£Á,5.03,4.81
2005-03-31,'000596,¹Å¾®¹±£Á,4.93,4.8
2005-03-30,'000596,¹Å¾®¹±£Á,4.99,4.7
2005-03-29,'000596,¹Å¾®¹±£Á,4.74,4.78
2005-03-28,'000596,¹Å¾®¹±£Á,4.85,4.97
2005-03-25,'000596,¹Å¾®¹±£Á,4.98,4.91
2005-03-24,'000596,¹Å¾®¹±£Á,4.91,4.9
2005-03-23,'000596,¹Å¾®¹±£Á,4.86,4.9
2005-03-22,'000596,¹Å¾®¹±£Á,5.01,5.3
2005-03-21,'000596,¹Å¾®¹±£Á,5.13,5.2
2005-03-18,'000596,¹Å¾®¹±£Á,5.2,5.3
2005-03-17,'000596,¹Å¾®¹±£Á,5.32,5.36
2005-03-16,'000596,¹Å¾®¹±£Á,5.46,5.59
2005-03-15,'000596,¹Å¾®¹±£Á,5.41,5.53
2005-03-14,'000596,¹Å¾®¹±£Á,5.52,5.63
2005-03-11,'000596,¹Å¾®¹±£Á,5.63,5.54
2005-03-10,'000596,¹Å¾®¹±£Á,5.64,5.78
2005-03-09,'000596,¹Å¾®¹±£Á,5.75,5.75
2005-03-08,'000596,¹Å¾®¹±£Á,5.71,5.67
2005-03-07,'000596,¹Å¾®¹±£Á,5.63,5.6
2005-03-04,'000596,¹Å¾®¹±£Á,5.59,5.69
2005-03-03,'000596,¹Å¾®¹±£Á,5.68,5.66
2005-03-02,'000596,¹Å¾®¹±£Á,5.69,5.72
2005-03-01,'000596,¹Å¾®¹±£Á,5.75,5.68
2005-02-28,'000596,¹Å¾®¹±£Á,5.67,5.65
2005-02-25,'000596,¹Å¾®¹±£Á,5.72,5.71
2005-02-24,'000596,¹Å¾®¹±£Á,5.8,5.67
2005-02-23,'000596,¹Å¾®¹±£Á,5.77,6.18
2005-02-22,'000596,¹Å¾®¹±£Á,5.63,5.52
2005-02-21,'000596,¹Å¾®¹±£Á,5.52,5.39
2005-02-18,'000596,¹Å¾®¹±£Á,5.42,5.43
2005-02-17,'000596,¹Å¾®¹±£Á,5.45,5.41
2005-02-16,'000596,¹Å¾®¹±£Á,5.5,5.36
2005-02-04,'000596,¹Å¾®¹±£Á,5.39,5.31
2005-02-03,'000596,¹Å¾®¹±£Á,5.31,5.43
2005-02-02,'000596,¹Å¾®¹±£Á,5.43,5.25
2005-02-01,'000596,¹Å¾®¹±£Á,5.22,5.2
2005-01-31,'000596,¹Å¾®¹±£Á,5.2,5.43
2005-01-28,'000596,¹Å¾®¹±£Á,5.43,5.73
2005-01-27,'000596,¹Å¾®¹±£Á,5.63,5.8
2005-01-26,'000596,¹Å¾®¹±£Á,5.75,5.9
2005-01-25,'000596,¹Å¾®¹±£Á,5.76,5.78
2005-01-24,'000596,¹Å¾®¹±£Á,5.83,5.9
2005-01-21,'000596,¹Å¾®¹±£Á,5.7,5.65
2005-01-20,'000596,¹Å¾®¹±£Á,5.57,5.62
2005-01-19,'000596,¹Å¾®¹±£Á,5.67,5.64
2005-01-18,'000596,¹Å¾®¹±£Á,5.66,5.58
2005-01-17,'000596,¹Å¾®¹±£Á,5.59,5.7
2005-01-14,'000596,¹Å¾®¹±£Á,5.79,5.76
2005-01-13,'000596,¹Å¾®¹±£Á,5.83,5.75
2005-01-12,'000596,¹Å¾®¹±£Á,5.73,5.73
2005-01-11,'000596,¹Å¾®¹±£Á,5.73,5.79
2005-01-10,'000596,¹Å¾®¹±£Á,5.72,5.66
2005-01-07,'000596,¹Å¾®¹±£Á,5.65,5.71
2005-01-06,'000596,¹Å¾®¹±£Á,5.61,5.7
2005-01-05,'000596,¹Å¾®¹±£Á,5.71,5.64
2005-01-04,'000596,¹Å¾®¹±£Á,5.6,5.71
2004-12-31,'000596,¹Å¾®¹±£Á,5.7,5.82
2004-12-30,'000596,¹Å¾®¹±£Á,5.84,5.97
2004-12-29,'000596,¹Å¾®¹±£Á,5.97,6.44
2004-12-28,'000596,¹Å¾®¹±£Á,5.86,5.88
2004-12-27,'000596,¹Å¾®¹±£Á,5.79,5.83
2004-12-24,'000596,¹Å¾®¹±£Á,5.88,5.85
2004-12-23,'000596,¹Å¾®¹±£Á,5.85,5.91
2004-12-22,'000596,¹Å¾®¹±£Á,5.91,5.81
2004-12-21,'000596,¹Å¾®¹±£Á,5.8,5.77
2004-12-20,'000596,¹Å¾®¹±£Á,0.0,0.0
2004-12-17,'000596,¹Å¾®¹±£Á,5.78,5.68
2004-12-16,'000596,¹Å¾®¹±£Á,5.77,5.52
2004-12-15,'000596,¹Å¾®¹±£Á,5.88,5.99
2004-12-14,'000596,¹Å¾®¹±£Á,5.98,6.0
2004-12-13,'000596,¹Å¾®¹±£Á,6.01,6.09
2004-12-10,'000596,¹Å¾®¹±£Á,6.08,6.24
2004-12-09,'000596,¹Å¾®¹±£Á,6.3,6.21
2004-12-08,'000596,¹Å¾®¹±£Á,6.28,6.27
2004-12-07,'000596,¹Å¾®¹±£Á,6.27,6.45
2004-12-06,'000596,¹Å¾®¹±£Á,6.45,6.36
2004-12-03,'000596,¹Å¾®¹±£Á,6.47,6.57
2004-12-02,'000596,¹Å¾®¹±£Á,6.34,6.23
2004-12-01,'000596,¹Å¾®¹±£Á,6.25,6.32
2004-11-30,'000596,¹Å¾®¹±£Á,6.32,6.21
2004-11-29,'000596,¹Å¾®¹±£Á,6.24,6.23
2004-11-26,'000596,¹Å¾®¹±£Á,6.4,6.34
2004-11-25,'000596,¹Å¾®¹±£Á,6.34,6.45
2004-11-24,'000596,¹Å¾®¹±£Á,6.53,6.6
2004-11-23,'000596,¹Å¾®¹±£Á,6.63,6.58
2004-11-22,'000596,¹Å¾®¹±£Á,6.58,6.66
2004-11-19,'000596,¹Å¾®¹±£Á,6.66,6.6
2004-11-18,'000596,¹Å¾®¹±£Á,6.48,6.43
2004-11-17,'000596,¹Å¾®¹±£Á,6.44,6.3
2004-11-16,'000596,¹Å¾®¹±£Á,6.46,6.56
2004-11-15,'000596,¹Å¾®¹±£Á,6.58,6.43
2004-11-12,'000596,¹Å¾®¹±£Á,6.62,6.75
2004-11-11,'000596,¹Å¾®¹±£Á,6.78,6.32
2004-11-10,'000596,¹Å¾®¹±£Á,6.16,6.03
2004-11-09,'000596,¹Å¾®¹±£Á,5.88,5.82
2004-11-08,'000596,¹Å¾®¹±£Á,5.82,5.87
2004-11-05,'000596,¹Å¾®¹±£Á,5.94,5.84
2004-11-04,'000596,¹Å¾®¹±£Á,5.8,5.85
2004-11-03,'000596,¹Å¾®¹±£Á,5.91,5.83
2004-11-02,'000596,¹Å¾®¹±£Á,5.82,5.79
2004-11-01,'000596,¹Å¾®¹±£Á,5.82,5.63
2004-10-29,'000596,¹Å¾®¹±£Á,5.62,5.68
2004-10-28,'000596,¹Å¾®¹±£Á,5.8,5.92
2004-10-27,'000596,¹Å¾®¹±£Á,5.91,5.7
2004-10-26,'000596,¹Å¾®¹±£Á,5.7,5.5
2004-10-25,'000596,¹Å¾®¹±£Á,5.53,5.59
2004-10-22,'000596,¹Å¾®¹±£Á,5.57,5.48
2004-10-21,'000596,¹Å¾®¹±£Á,5.61,5.96
2004-10-20,'000596,¹Å¾®¹±£Á,5.94,6.15
2004-10-19,'000596,¹Å¾®¹±£Á,6.19,6.28
2004-10-18,'000596,¹Å¾®¹±£Á,6.22,6.24
2004-10-15,'000596,¹Å¾®¹±£Á,6.24,6.66
2004-10-14,'000596,¹Å¾®¹±£Á,6.68,6.85
2004-10-13,'000596,¹Å¾®¹±£Á,6.84,6.84
2004-10-12,'000596,¹Å¾®¹±£Á,6.84,7.01
2004-10-11,'000596,¹Å¾®¹±£Á,7.0,6.9
2004-10-08,'000596,¹Å¾®¹±£Á,6.92,6.76
2004-09-30,'000596,¹Å¾®¹±£Á,6.71,7.02
2004-09-29,'000596,¹Å¾®¹±£Á,7.18,7.19
2004-09-28,'000596,¹Å¾®¹±£Á,7.19,7.35
2004-09-27,'000596,¹Å¾®¹±£Á,7.22,7.36
2004-09-24,'000596,¹Å¾®¹±£Á,7.51,7.75
2004-09-23,'000596,¹Å¾®¹±£Á,7.71,7.51
2004-09-22,'000596,¹Å¾®¹±£Á,7.46,7.6
2004-09-21,'000596,¹Å¾®¹±£Á,7.69,7.97
2004-09-20,'000596,¹Å¾®¹±£Á,7.82,7.53
2004-09-17,'000596,¹Å¾®¹±£Á,7.53,7.31
2004-09-16,'000596,¹Å¾®¹±£Á,7.35,7.2
2004-09-15,'000596,¹Å¾®¹±£Á,7.31,6.99
2004-09-14,'000596,¹Å¾®¹±£Á,6.95,6.62
2004-09-13,'000596,¹Å¾®¹±£Á,6.74,6.85
2004-09-10,'000596,¹Å¾®¹±£Á,6.93,6.83
2004-09-09,'000596,¹Å¾®¹±£Á,6.89,7.02
2004-09-08,'000596,¹Å¾®¹±£Á,7.14,7.19
2004-09-07,'000596,¹Å¾®¹±£Á,7.1,7.15
2004-09-06,'000596,¹Å¾®¹±£Á,7.17,7.2
2004-09-03,'000596,¹Å¾®¹±£Á,7.37,7.5
2004-09-02,'000596,¹Å¾®¹±£Á,7.81,7.32
2004-09-01,'000596,¹Å¾®¹±£Á,7.51,7.63
2004-08-31,'000596,¹Å¾®¹±£Á,7.66,7.3
2004-08-30,'000596,¹Å¾®¹±£Á,7.26,7.28
2004-08-27,'000596,¹Å¾®¹±£Á,7.22,7.0
2004-08-26,'000596,¹Å¾®¹±£Á,7.09,6.87
2004-08-25,'000596,¹Å¾®¹±£Á,6.83,6.78
2004-08-24,'000596,¹Å¾®¹±£Á,6.9,6.72
2004-08-23,'000596,¹Å¾®¹±£Á,6.67,6.75
2004-08-20,'000596,¹Å¾®¹±£Á,6.84,6.77
2004-08-19,'000596,¹Å¾®¹±£Á,6.76,6.79
2004-08-18,'000596,¹Å¾®¹±£Á,6.94,7.05
2004-08-17,'000596,¹Å¾®¹±£Á,7.06,6.95
2004-08-16,'000596,¹Å¾®¹±£Á,7.01,7.39
2004-08-13,'000596,¹Å¾®¹±£Á,7.44,7.45
2004-08-12,'000596,¹Å¾®¹±£Á,7.45,7.55
2004-08-11,'000596,¹Å¾®¹±£Á,7.72,7.56
2004-08-10,'000596,¹Å¾®¹±£Á,7.66,7.59
2004-08-09,'000596,¹Å¾®¹±£Á,7.6,7.62
2004-08-06,'000596,¹Å¾®¹±£Á,7.69,7.79
2004-08-05,'000596,¹Å¾®¹±£Á,7.6,7.67
2004-08-04,'000596,¹Å¾®¹±£Á,7.7,7.55
2004-08-03,'000596,¹Å¾®¹±£Á,7.5,7.56
2004-08-02,'000596,¹Å¾®¹±£Á,7.51,7.45
2004-07-30,'000596,¹Å¾®¹±£Á,7.5,7.5
2004-07-29,'000596,¹Å¾®¹±£Á,7.65,7.47
2004-07-28,'000596,¹Å¾®¹±£Á,7.5,7.48
2004-07-27,'000596,¹Å¾®¹±£Á,7.42,7.42
2004-07-26,'000596,¹Å¾®¹±£Á,7.45,7.48
2004-07-23,'000596,¹Å¾®¹±£Á,7.45,7.39
2004-07-22,'000596,¹Å¾®¹±£Á,7.43,7.51
2004-07-21,'000596,¹Å¾®¹±£Á,7.57,7.6
2004-07-20,'000596,¹Å¾®¹±£Á,7.59,7.67
2004-07-19,'000596,¹Å¾®¹±£Á,7.71,7.7
2004-07-16,'000596,¹Å¾®¹±£Á,7.71,7.5
2004-07-15,'000596,¹Å¾®¹±£Á,7.5,7.5
2004-07-14,'000596,¹Å¾®¹±£Á,7.46,7.67
2004-07-13,'000596,¹Å¾®¹±£Á,7.67,7.55
2004-07-12,'000596,¹Å¾®¹±£Á,7.67,7.97
2004-07-09,'000596,¹Å¾®¹±£Á,7.97,8.09
2004-07-08,'000596,¹Å¾®¹±£Á,8.09,8.08
2004-07-07,'000596,¹Å¾®¹±£Á,8.08,8.25
2004-07-06,'000596,¹Å¾®¹±£Á,8.27,8.2
2004-07-05,'000596,¹Å¾®¹±£Á,8.16,8.15
2004-07-02,'000596,¹Å¾®¹±£Á,8.11,8.34
2004-07-01,'000596,¹Å¾®¹±£Á,8.22,8.04
